case_id,question_id,distractor,construct,subject,question,correct_answer,student_wrong_answer,ground_truth_id,ground_truth_name,label_frequency,frequency_bucket,candidate_01_id,candidate_01_name,candidate_02_id,candidate_02_name,candidate_03_id,candidate_03_name,candidate_04_id,candidate_04_name,candidate_05_id,candidate_05_name,candidate_06_id,candidate_06_name,candidate_07_id,candidate_07_name,candidate_08_id,candidate_08_name,candidate_09_id,candidate_09_name,candidate_10_id,candidate_10_name,candidate_11_id,candidate_11_name,candidate_12_id,candidate_12_name,candidate_13_id,candidate_13_name,candidate_14_id,candidate_14_name,candidate_15_id,candidate_15_name,candidate_16_id,candidate_16_name,candidate_17_id,candidate_17_name,candidate_18_id,candidate_18_name,candidate_19_id,candidate_19_name,candidate_20_id,candidate_20_name,candidate_21_id,candidate_21_name,candidate_22_id,candidate_22_name,candidate_23_id,candidate_23_name,candidate_24_id,candidate_24_name,candidate_25_id,candidate_25_name
EEDI-109,105,D,Find missing angles using vertically opposite angles,"Basic Angle Facts (straight line, opposite, around a point, etc)","What is the size of angle \( p \) ? ![3 intersecting lines. Towards the top of the image two of the lines intersect and at this point there are two marked angles, 138 degrees and 42 degrees. The angle opposite the 42 degree angle is marked p]()",\( 42^{\circ} \),Not enough information,1791,Does not know that vertically opposite angles are equal,5,5-9 occurrences,0,Does not know that angles in a triangle sum to 180 degrees,701,Does not know the meaning of vertically opposite,1897,Confuses vertically opposite angles and angles around a point,367,Does not know that co-interior angles must be in parallel lines,1886,Does not understand that base angles in an isosceles are equal,1180,Does not know the properties of a rectangle,1238,Does not realise the lines at an intersection have to be straight in order to show vertically opposite angles,625,Confuses corresponding and vertically opposite angles,875,Believes vertically opposite angles sum to 360 degrees,1791,Does not know that vertically opposite angles are equal,2236,Does not know that co-interior angles sum to 180 degrees,1393,Does not know that a single letter labels a vertex,1483,Believes vertically opposite angles sum to 90 degrees,2394,Does not know the properties of an equilateral triangle,1505,Thinks co-interior angles are equal,415,Incorrectly identifies angles as vertically opposite,2334,Does not know that angles around a point sum to 360,219,Does not know that a right angle is 90 degrees,996,Does not know that units of volume are usually cubed,2218,Assumes that opposite angles are equal in a quadrilateral,2201,Does not know the definition of a composite number,235,Thinks adjacent angles are equal,532,Confuses alternate and opposite angles,2365,Confuses vertically opposite angles with angles on a straight line,1997,Believes vertically opposite angles sum to 180 degrees
EEDI-110,1051,A,Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,"When estimating the answer to a complicated problem involving \( 0.0584 \), you should instead use...",\( 0.06 \),\( 0 \),1876,Counts leading zero as a significant figure,6,5-9 occurrences,467,Treats zero as a ten when subtracting,702,When changing a number to standard form omits zero's of significance ,670,Counts the starting number when counting on,794,Rounds up rather than to one significant figure,1460,Identifies second decimal place value when asked for the second significant figure,1591,"Rounds to the nearest hundredth, rather than one significant figure",2235,Gives the first significant figure when asked for the second,1632,"Believes a decimal with one significant figure is a multiple of 10 when converted to a percentage, regardless of place value",1355,Removes a zero from within the digits when rounding,2553,Gives the second significant figure when asked for the first,1620,Believes zero cannot be raised to a power,409,Identifies first decimal place value when asked for first significant figure,2126,Miscounts when subtracting over zero,1165,Rounds to the nearest integer rather than one significant figure,1797,Assumes the range of a set of data starts at zero,739,Rounds to wrong degree of accuracy (decimal places rather than significant figures),567,"When doing operations with decimals, ignores significant zeros after the decimal point",663,Forgotten placeholders when rounding to significant figures,1220,Does not include zero when counting over zero,2390,"Believes rounding to 1 significant figure means rounding to the nearest integer, regardless of the value of the number",1299,Ignores the zero when multiplying,1876,Counts leading zero as a significant figure,1105,Rounds every number to the same degree instead of rounding to significant figures when estimating ,1529,Rounds to the wrong degree of accuracy (significant figures rather than decimal places),380,Does not understand the first significant value is the first non-zero digit number
EEDI-111,1059,B,Round numbers greater than 1 to one significant figure,Rounding to Significant Figures,"\(
20.4593
\)

What is the first significant figure in the number above?",\( 2 \),\( 0 \),380,Does not understand the first significant value is the first non-zero digit number,8,5-9 occurrences,1224,Does not understand the diagram given in the question,2125,"When multiplying a multiple of 10, just multiplies the non-zero digits",2412,Does not understand which place value is the one that determines if a number rounds up or down,1244,The student does not understand the place value of 3-digit numbers,1975,Does not understand the question,903,"Has increased by the value of the first value, rather than the difference",120,Does not understand equivalent fractions,2235,Gives the first significant figure when asked for the second,539,Does not understand the value of zeros as placeholders,331,Does not understand the term factor,1428,"Does not understand the meaning of ""value""",90,Does not understand place value after the decimal point,1876,Counts leading zero as a significant figure,409,Identifies first decimal place value when asked for first significant figure,2263,Does not understand the root power of 4,1526,Believes that they only need to write non-zero digits when giving a number in digits,1263,Does not understand the definition of a rational number when it is a surd,380,Does not understand the first significant value is the first non-zero digit number,524,Does not understand square root,24,Does not understand the term multiple,1708,Does not understand place value within a number,1388,Does not understand the term quadratic,2553,Gives the second significant figure when asked for the first,2010,Does not understand power notation,1111,Does not understand the term 'linear'
EEDI-112,1060,A,"Understand the terms equilateral and regular, and recognise the notation for regular polygons",Properties of Polygons,"The dashes on the sides tell us that this is a \(__________\) polygon

What word completes the sentence? ![A shape with five equal sides. Each side has a small dash through the middle.]()",Regular,Parallel,114,Does not know the meaning of the word parallel,6,5-9 occurrences,295,Does not know the word and/or does not know the function of a compass,1528,Does not know the meaning of alternate,423,Does not know the meaning of equilateral,222,Does not know the meaning of absolute value,1513,Does not know the meaning of perpendicular,2494,Does not know the meaning of consecutive,1693,"Does not know the meaning of common, eg. common factor",366,Does not know the meaning of the identity symbol,2321,does not know the meaning of the word digit,2130,"Does not know the meaning of the word ""sum""",114,Does not know the meaning of the word parallel,2467,Does not know the meaning of the word equidistant ,137,Does not know the meaning of the word identity ,1327,Does not know the meaning of attribute data,701,Does not know the meaning of vertically opposite,1083,Does not know the meaning of uniform cross section,1351,Does not know the meaning of congruent,1470,"Does not know the meaning of the word ""product""",933,Does not know the meaning of corresponding,186,Does not understand the meaning of the word commutative ,1326,Does not know the meaning of square sign for right angle,2432,Does not know the properties of a parallelogram,1009,Does not know the meaning of bisect,255,Does not know the meaning of the word regular ,1917,Confuses the meaning of parallel and perpendicular
EEDI-113,1065,B,Recognise the equations of horizontal lines from a diagram,Horizontal and Vertical Lines,"What is the equation of this line? ![The diagram shows a pair of axes, x and y ranging from -6 to 5 horizontally and -3 to 4 vertically. There is a horizontal line that passes through the y axis at -2. ]()",\( y=-2 \),\( y=-2 x \),1568,Includes the x variable when giving the equation of a horizontal line,5,5-9 occurrences,1144,"Believes the equation for a horizontal line is in the form xy = a, where a is the y intercept",1003,"Believes the equation of a vertical line is in the form y = ax, where a is the x intercept",268,Believes lines of reflection must be vertical or horizontal,600,Thinks a horizontal line on a distance time graph means a distance of 0,2301,"Believes the equation of a horizontal line is in the form x = ay, where a is the y intercept",1568,Includes the x variable when giving the equation of a horizontal line,872,Thinks angles can only be measured when one line is horizontal,708,Believes switching the x and y variables in a linear equation gives a perpendicular line,1943,Includes the intersection of a Venn diagram when asked to find the value of a set only,642,Thinks x = ? is a horizontal line through ? ,1836,Believes lines of symmetry must be vertical or horizontal,665,Believes that the gradient of a horizontal line is undefined,1219,Gives the value for the wrong variable when answering a simultaneous equation question,2113,Confuses the equations of vertical and horizontal lines,2127,Thinks the gradient of a line includes the variable x,1397,Believes point will move diagonally when reflecting in a horizontal or vertical line,1784,Believes a horizontal line can show a constant rate of change,194,"Believes the sides of a square must be horizontal and vertical, not diagonal",196,Confuses a variable with an equation,2184,Believes the equation of a straight line is y=-mx+c,2382,Believes that y = m +cx is the equation of a straight line,2464,"Believes the sides of a rectangle must be horizontal and vertical, not diagonal",432,Believes the equation of a straight line is y=-mx-c,2371,Believes a direct proportion graph is a horizontal line,1938,Ignores zeros when giving the value of an integer
EEDI-114,1070,A,Carry out addition problems involving one negative integer,Adding and Subtracting Negative Numbers,"Jamie is counting up in threes. He starts at \( -14 \).

What is the \( 5^{\text {th }} \) number he says?",\( -2 \),\( -26 \),2185,Believes negative numbers with a larger absolute value are greater,6,5-9 occurrences,222,Does not know the meaning of absolute value,873,Believes that we cannot calculate the mean of negative numbers,1245,Believes a number written in standard form with a negative power creates a larger number than that with a positive power,795,Ignores the negative signs when adding positive and negative numbers,1493,Thinks the positive and negative terms in a sequence will have the same absolute values,1376,Thinks that a larger shaded area represents a larger fraction,1135,"When subtracting a negative number, adds the absolute values and then writes the answer with a negative sign",1400,Believes dividing a negative by a negative gives a negative answer,2030,Believes that fractions with larger denominators are greater in size,118,"Given a line segment with a midpoint that is not the origin, assumes that the two end points will still have the same absolute value",736,"When subtracting past zero, adds the absolute values and then writes the answer with a negative sign",2584,Believes that any percentage of a larger number will be greater than any percentage of a smaller number,1667,When comparing unit fractions believes that fractions with larger denominators are greater in size.,1701,Believes the solutions of a quadratic equation are the absolute values of the constants in the factorised form,1408,Does not realise that adding a larger number gives a larger answer,2425,"Believes both solutions of a quadratic will have the same absolute value, even when the graph is not symmetrical about the y axis",2107,"Student thinks that negative decimals behave the same as positive decimals when positioning a decimal between two consecutive negative integers, placing the decimal with a greater absolute value to the right. ",1448,Believes the solutions of a quadratic equation are the negative of the absolute values of the constants in the factorised form,2096,When adding negatives believes that they can just add their absolute values and add a negative sign to the answer,2566,"When subtracting a negative number, subtracts the absolute value rather than adding it",2185,Believes negative numbers with a larger absolute value are greater,286,"when subtracting a fraction from an integer, just adds their absolute value and places a negative sign in front",2339,Believes that reciprocals are undefined for negative numbers,388,When placing a negative number on a number line student assumes numbers with a greater absolute value are placed to the right.,941,Does not recognise that subtracting a larger number from a smaller number will give a negative answer
EEDI-115,1072,A,Use a protractor to measure angles between 90° and 180°,Measuring Angles,What is the size of this angle? ![An image of a protractor. There is a red line going from the middle to 0/180 and another line from the middle to in between 160/20 and 170/10. ](),\( 165^{\circ} \),\( 15^{\circ} \),1188,Reads the wrong scale on the protractor when measuring obtuse angles,6,5-9 occurrences,1650,Only includes full hours when measuring time in minutes,864,Reads 0 on protractor as size of angle when angle is not in usual orientation,1964,Estimates obtuse angles as 90 degrees or less,1071,Confuses obtuse and acute angles,1440,Believes 180 degrees is an obtuse angle,2226,Incorrect use of scale on a diagram,1290,Reads the wrong scale on the protractor when measuring reflex angles,921,Reads the wrong scale on the protractor when measuring acute angles,323,"When measuring a line segment with a ruler, assumes the line starts at 0",651,Forgets you need a protractor to measure angles,5,"When measuring a reflex angle, gives the acute or obtuse angle that sums to 360 instead",1188,Reads the wrong scale on the protractor when measuring obtuse angles,1250,Correct scale but wrong value on protractor reading.,2535,Does not add on 180 degrees when using a protractor to measure a reflex angle,599,Does not understand that an obtuse angle is between 90 and 180 degrees,2486,Identifies the wrong two angles as base angles of an isosceles,776,Does not know how to compare size of angles on a grid without a protractor,11,"When reading value from graph, reads from the wrong axes.",1703,When using a 180 degree protractor to measure reflex angles gives the value of the acute or obtuse angle that is a complement to 360,134,Misreads scale,2318,Has used the wrong data point on the graph,1906,Gives 3-letter angle notation in the wrong order,2370,Uses angles on a straight line in the wrong context ,639,Believes unrelated acute/obtuse angles in a diagram are supplementary,2251,Chooses the correct scale when measuring angles on a protractor but starts from the wrong number when the angle is in between two labelled dashes
EEDI-116,1073,C,Convert fractions to two digit integer percentages,Converting between Fractions and Percentages,"Convert this fraction to a percentage
\( \frac{4}{5} \)",\( 80 \% \),\( 45 \% \),1786,Converts a fraction to a percentage by writing the numerator followed by the denominator,8,5-9 occurrences,538,Does not perform calculations in the numerator of a fraction before division by the denominator,115,Believes fraction to decimal conversion is done by writing the numerator as a decimal,847,Thinks they can convert a 2 digit percentage to a fraction by writing one number over the other.,1786,Converts a fraction to a percentage by writing the numerator followed by the denominator,652,Mixes up the numerator and denominator when writing a division as a fraction,419,"When converting a fraction to a decimal, divides the denominator by the numerator",292,Converts fraction to percentage by putting % sign after the denominator,403,"When rationalising the denominator, confuses the numerator with the denominator",1715,Converts a fraction to a decimal by using only the numerator after the decimal point,1221,Converts a decimal to a fraction by writing 1 over the digits of the decimal,1955,Thinks that a percentage can be converted to a fraction using a denominator of 10 ,1914,Converts fraction to percentage by multiplying the denominator by 10,623,Assumes the denominator is divided by the numerator,2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,658,Thinks they double the numerator to turn a fraction into a percentage,78,"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator",2308,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator,2368,Converts a fraction to a percentage by placing a decimal point between the numerator and denominator,495,Thinks converting an integer to a fraction means both the numerator and denominator are equal,122,Thinks they can convert percentages to fractions by writing the percentage value as both the numerator and the denominator,1822,Thinks they multiply the numerator and denominator together to convert a fraction to a percentage ,2242,Converts a fraction to a decimal by placing the denominator after the decimal point,760,Converts a fraction to a decimal by using the denominator after the decimal point,1542,Believes that a fraction means dividing the denominator by the numerator,1479,Thinks you multiply by the numerator and add the denominator when converting a mixed number to an improper fraction
EEDI-117,1074,A,Identify factors of algebraic expressions,Factorising into a Single Bracket,Which of the following is a factor of: \( 6 n^{2}-9 \),\( 3 \),\( 6 \),91,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor",5,5-9 occurrences,2549,Believes only the first term needs to be divided when factorising an expression,52,When asked for a specific term in a sequence gives the term before,679,Gives a fraction when asked for a decimal,979,Thinks can combine the numerator and denominator after simplifying an algebraic fraction,59,Cannot identify a common factor when simplifying algebraic fractions,1593,"When simplifying an algebraic fraction, only looks for number factors",2398,Thinks you can divide terms by different factors when simplifying an algebraic fraction,891,Incorrectly cancels what they believe is a factor in algebraic fractions,2586,Misunderstands order of operations in algebraic expressions,1396,Finds a percentage when asked for a fraction,661,Confuses an expression with a term,759,Confuses a formula with an expression,363,Only applies a division to one of multiple terms in a numerator when simplifying an algebraic fraction,541,"When asked to find a missing number in a factor tree, finds any factor of the given number rather than the pair of the factor already given.",1554,Does not know how to identify common factors from algebraic terms,483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",91,"When asked for factors of an algebraic expression, thinks any part of a term will be a factor",628,"When factorising, finds a factor that goes into only the first term of the expression",1614,Believes factors of algebraic terms/expressions will only be numbers,1680,Does not realize we can omit the multiplication symbol in algebraic expressions,2076,Believes an algebraic term with the same coefficient as the value of a constant term can be subtracted to give zero,519,"When asked for factors of an algebraic expression, thinks a term will be a factor",267,Writes the variable before the coefficient in an algebraic term,1808,does not realise that the product of prime factors will also be a factor of the original number ,452,"When a variable in an expression has a power, thinks the power applies to the whole expression"
EEDI-118,1079,C,Calculate the square root of a number,"Square Roots, Cube Roots, etc",What is the square root of sixteen?,\( 4 \),\( 256 \),1012,Squares when asked to find the square root,5,5-9 occurrences,1887,Adds instead of subtracts when asked to find the difference,1881,Halves when asked to find the cube root,882,Believes 0 has no square root,2136,"When finding the square root of a decimal, ignores place value",922,Believes we can only take the square root of a perfect square,2541,"When finding the square root of a decimal, believes the answer should have the same number of decimal places",2042,Can not square root a negative number,947,Makes the number negative when asked to find the reciprocal,524,Does not understand square root,1451,Assumes that the square root is the only type of root,483,"Thinks that the square root of an expression square roots each term in the expression, rather than square rooting the whole expression",2415,Thinks that square root is found by dividing by 4,2172,Subtracts instead of adding when asked to find a total,1377,Square roots when asked for second multiple,2577,Does not think a square root can be negative,132,Only considers the positive solution when calculating a square root,2345,Counts half-squares as full squares when calculating area on a square grid,1012,Squares when asked to find the square root,2011,"When simplifying surds, leaves the square root of the biggest square number under the root and puts the other number on the outside",1714,"When completing the square, believes the constant in the bracket is the square root of the coefficient of x",2474,Confuses the square root of the radius with the radius squared in the equation of a circle,1487,Believes you can square root a negative number,502,Believes multiplying a number by its square root gives the square root,2248,Halves when asked to find the square root,884,"When asked for more, find the total"
EEDI-119,1090,A,Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables,Simplifying Expressions by Collecting Like Terms,"Simplify the following expression by collecting
like terms
\(6 x-2 y-x+3 y\)",\( 5 x+y \),\( 5 x+5 y \),1380,"When collecting like terms, assigns positivity or negativity incorrectly.",5,5-9 occurrences,2330,Rounds incorrectly by changing multiple place values,55,"When subtracting a negative number from a positive number, uses a method which assumes one of the negative signs can be ignored ",2225,Thinks signs are interchangeable when adding or subtracting positive and negative numbers,1644,Confuses collecting like terms with multiplication,436,Does not understand when like terms can be collected,2346,"When subtracting decimals with a different number of decimal places, lines up the digits incorrectly",1380,"When collecting like terms, assigns positivity or negativity incorrectly.",1755,Incorrectly factorises a quadratic,549,Incorrectly converted cm to m,1641,"When collecting like terms, only simplifies when there is an addition",2230,substitutes incorrectly,2422,Tries to add or subtract unlike terms,123,Rounds incorrectly when the nearest 10 is a multiple of 100,2046,"When collecting like terms, treats subtractions as if they are additions",1090,Doesn't recognise commutativity of addition with negative numbers,751,Believes you add the terms together when multiplying like terms.,98,Incorrectly clears fractions from equations,34,Believes dividing a negative by a positive gives a positive answer,1284,Thinks only like terms can be multiplied,1082,"When multiplying with negative numbers, assumes any negative sign can be ignored",415,Incorrectly identifies angles as vertically opposite,2135,Thinks positive or negative sign affects the term before it,2315,Confuses negative and positive correlation,795,Ignores the negative signs when adding positive and negative numbers,1558,Believes dividing a positive by a negative gives a positive answer
EEDI-120,1092,C,Calculate the median as an average from an even numbered list of data,"Averages (mean, median, mode) from a List of Data","What is the median of the following numbers?
\[
2, \quad 0.2, \quad 0.02, \quad 0.002
\]",\( 0.11 \),\( 0.44 \),2427,Does not divide by 2 when finding midpoint,7,5-9 occurrences,631,"When calculating the mean from a list of data, adds up the numbers but does not divide",841,Does not subtract 2 from the number of sides when finding the sum of interior angles,745,Confuses midpoint and distance between two points,693,Does not divide to get a unitary amount before scaling up,1333,Halves base but still divides product by 2 when finding area of a triangle,461,"When finding the median for an odd numbered data set, find the midpoint of two values rather than giving the middle value",2023,Thinks when finding a percentage you divide by the percentage being asked,272,When finding a missing side of a parallelogram given the area completes an extra step of dividing by 2,1998,"When finding which term represents the median, thinks you divide the total number of terms by 2",1835,When finding the area of a parallelogram finds base x perpendicular height but divides the answer by 2 ,943,Divides by (n-2) rather than n when finding an interior angle,909,Mixes up squaring with dividing by 2,2353,Does not divide by 2 when calculating the area of a trapezium,2416,Finds the difference in a coordinate pair rather than the midpoint,761,Subtracts instead of adds when finding a midpoint,2427,Does not divide by 2 when finding midpoint,275,"When finding a point on a line, assumes the point is always the midpoint",121,Believes midpoint in grouped frequency table is found by multiplying midpoint by frequency,2216,Believes the mean from grouped data something divided by the sum of the midpoint values,2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,2426,When finding the median from a even dataset does not understand we must find the midpoint of the two values in the middle,1873,Believes the median is the midpoint of the range,392,"Believes you divide 1 by the number of values, rather than the total, when finding the mean",159,Does not divide by 2 when calculating the area of a triangle,1001,Does not know how to divide a fraction by an integer
EEDI-121,1001,A,Round numbers to two decimal places,Rounding to Decimal Places,What is \( \mathbf{3 . 5 1 6 3} \) rounded to \( 2 \) decimal places?,\( 3.52 \),\( 3.51 \),1379,Rounds down instead of up,43,10+ occurrences,1319,Adds instead of multiples,716,Rounds a decimal instead of using a fraction in division,1306,Finds the median instead of the range,1379,Rounds down instead of up,1272,Gives a rounded whole number instead of a decimal,997,Subtracts instead of multiplies,2198,Finds the mode instead of the median,1988,Rounds up instead of down,1105,Rounds every number to the same degree instead of rounding to significant figures when estimating ,1098,Finds the mean instead of the range,828,Adds when calculating area instead of multiplying,2440,Finds the circumference instead of the area,732,Finds the mean instead of the median,234,Subtracts instead of adds,2273,Subtracts instead of divides,2412,Does not understand which place value is the one that determines if a number rounds up or down,1402,Rounds down instead of up when next digit is 5,1966,Finds the median instead of the mean,1744,Rounded to nearest 100 instead of 1sf,1264,Finds the median instead of the mode,1416,Adds instead of multiplies,772,Rotates instead of reflects,2026,Reflects instead of rotates,1817,Rounds every number down when estimating,1514,Adds instead of subtracts
EEDI-122,1002,B,Convert fractions less than 1 to terminating decimals of 2 decimal places,Converting between Fractions and Decimals,Convert \( \frac{3}{20} \) into a decimal,\( 0.15 \),\( 0.3 \),1715,Converts a fraction to a decimal by using only the numerator after the decimal point,10,10+ occurrences,1221,Converts a decimal to a fraction by writing 1 over the digits of the decimal,1637,Has used the decimal point to separate numerator and denominator,364,Thinks they just remove the decimal point when converting a decimal to a percentage,2162,"When rounding to decimal places and the only digits after the decimal point will be zeros, just gives the integer as the answer.",419,"When converting a fraction to a decimal, divides the denominator by the numerator",760,Converts a fraction to a decimal by using the denominator after the decimal point,2254,Removes the decimal point when asked to round a decimal to a whole number,115,Believes fraction to decimal conversion is done by writing the numerator as a decimal,2308,Converts a fraction to a decimal by placing a decimal point between the numerator and denominator,1609,Believes the decimal point button writes a fraction,292,Converts fraction to percentage by putting % sign after the denominator,1786,Converts a fraction to a percentage by writing the numerator followed by the denominator,90,Does not understand place value after the decimal point,1759,Assumes decimal point can be ignored when given a decimal percentage to convert to a fraction,1447,Writes the remainder as the digit after the decimal point,679,Gives a fraction when asked for a decimal,2073,Converts a fraction to a decimal by placing all values of the fraction after the decimal point,1619,"When dividing a decimal by a whole number, ignores decimal point and just divides the digits",2574,Believes that when multiplying by a power of 10 you add zeroes after the decimal point,567,"When doing operations with decimals, ignores significant zeros after the decimal point",2368,Converts a fraction to a percentage by placing a decimal point between the numerator and denominator,988,"When converting a percentage to a decimal, just writes all the digits after a decimal point.",2242,Converts a fraction to a decimal by placing the denominator after the decimal point,1715,Converts a fraction to a decimal by using only the numerator after the decimal point,318,"Assumes that converting a decimal percentage to a fraction, they can just convert the decimal to a fraction, instead of writing the decimal over 100."
EEDI-123,1004,A,Shade percentages of a shape where the percent is an integer,Percentages of an Amount,"How many rectangles would you need to shade so that \( 22 \% \) of this shape is shaded? \begin{tabular}{|l|l|l|l|l|l|l|l|l|l|}
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline & \(\space\) & \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) &  \(\space\) & \\
\hline
\end{tabular}",\( 11 \),\( 22 \),329,Does not understand a percentage is out of 100,12,10+ occurrences,2555,Does not understand how to find a scale factor,2010,Does not understand power notation,2138,Does not understand a percentage can be applied to something not out of 100,1341,Multiplies instead of divides by 100 when converting a percentage to a decimal,2322,Believes a percentage of a number will be a multiple of the percentage,329,Does not understand a percentage is out of 100,862,Does not understand equivalent ratios,61,Multiplies by 10 instead of 100 when converting decimal to percentage,1601,Does not understand that you can have percentages greater than 100%,24,Does not understand the term multiple,2112,Does not understand how to find percentages of an amount,1046,Does not understand remainders in division,1975,Does not understand the question,67,Divides by 1000 instead of 100 when converting a decimal to a percentage,1622,Divides by 1000 instead of 100 when converting a percentage to a decimal,524,Does not understand square root,2361,Believes a fraction out of a number other than 100 represents a percentage,1270,Divides by 10 instead of 100 when converting a percentage to a decimal ,1388,Does not understand the term quadratic,249,Does not understand a denominator represents equal parts,39,Multiplies by 1000 instead of 100 when converting a decimal to a percentage,331,Does not understand the term factor,120,Does not understand equivalent fractions,534,Does not understand what an interior angle is,1828,Does not understand inequality notation
EEDI-124,1007,B,"Given information about one part, work out other parts",Sharing in a Ratio,"The ratio of adults to children at a party is \( 1\;: 4 \)
There are \( 20 \) adults.
How many children are there?",\( 80 \),\( 5 \),105,Mixes up sides of a ratio,10,10+ occurrences,1968,Mixes up width and height of a rectangle,2557,Mixes up cubing and squaring,2509,Mixes up the sets in a Venn diagram,2220,Mixes up term in a sequence and position of a term,1850,Mixes up square rooting and fourth rooting,2212,Mixes up smallest and largest when ordering fractions,327,Mixes up total and part in ratio,1664,Mixes up squaring and halving,64,Mixes up squaring and multiplying by 4,586,Mixes up square numbers and prime numbers,1618,Mixes up cubing and multiplying by 3,2445,Mixes up squaring and addition,1518,Mixes up smallest and largest when ordering decimals,421,Mixes up odd and even numbers,1143,Mixes up the terms for the parts of a fraction,1928,Mixes up the numerator and denominator,2578,"Mixes up sides of a ratio, when working with vectors for line segments.",2576,Mixes up square numbers and cube numbers,1969,Mixes up square numbers and even numbers,279,Mixes up square rooting and cube rooting,2316,Mixes up squaring and multiplying by 2 or doubling,144,Mixes up the x and y values of the coordinates,1346,Mixes up squaring with repeating a digit,105,Mixes up sides of a ratio,909,Mixes up squaring with dividing by 2
EEDI-125,1009,D,"Solve three or more step linear equations, with the variable on one side, involving positive decimals",Linear Equations,"Tom and Katie are discussing how to solve:
\(\frac{3 x}{2}+1=1.6\)

Tom says a correct next line of working could be: \( \frac{3 x}{2}=0.6 \)

Katie says a correct next line of working could be: \( 3 x+2=2.12 \)

Who is correct?",Only Tom,Neither is correct,340,Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount,11,10+ occurrences,170,Does not understand that when dividing both sides of an equation by an amount every term must be divided by the same amount,293,Does not understand that similar shapes sides must all have the same scale factor,2429,Believes finding a fraction of an amount means multiplying by the denominator,2531,Does not understand that the volume of an enlarged shape is the volume of the original multiplied by the cube of the scale factor of the lengths.,245,Does not realise that to maintain balance in an equation they must add or subtract the same amount from both sides,24,Does not understand the term multiple,14,Does not understand how to create a multiple of an equation,1198,Does not recognise that a linear sequence must increase or decrease by same amount,676,Does not recognise that an equation will stay balanced if all terms are multiplied/divided by the same amount,2373,Does not understand parts must be equal in a fraction diagram,1289,Does not understand that the area of an enlarged shape is the area of the original multiplied by the square of the scale factor of the lengths.,570,Does not understand that all angles and sides must be equal for regular shapes,2112,Does not understand how to find percentages of an amount,347,"When solving an equation with a fraction, thinks you don't need to multiply every term on both sides when multiplying by the denominator ",1388,Does not understand the term quadratic,2199,Divides by the numerator and multiplies by the denominator when finding a fraction of an amount,1243,Believes when given a fraction and an amount the question must be to find the fraction of the amount. ,754,Does not recognise that an integer multiplied by a surd can be simplified,2458,Multiplies by the denominator instead of dividing when finding a fraction of an amount,1710,"When finding a percentage of an amount, assumes they divide the percentage by 10, but not the amount, before multiplying",340,Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount,2575,Thinks adding same amount to each side of a ratio gives an equivalent ratio,2154,Thinks finding a fraction of an amount means subtracting from that amount,331,Does not understand the term factor,1976,"When multiplying a fraction by an integer, multiplies both numerator and denominator by the integer"
EEDI-126,1010,B,Understand the non-commutativity of division,Written Division,"Tom and Katie are discussing written division strategies.

Tom says \( 918 \div 34=934 \div 18 \)

Katie says \( 918 \div 34=34 \div 918 \)

Who is correct?",Neither is correct,Only Katie,2359,Believes division is commutative ,19,10+ occurrences,34,Believes dividing a negative by a positive gives a positive answer,566,Thinks the inverse of subtraction is division,1259,Believes division is sometimes commutative ,1500,"When calculating a scale factor, thinks the division is the other way around.",1336,Does not realise addition is commutative,1438,Believes division of surds always results in an integer,125,Thinks the division sign means to add,1247,Assumes you cannot use the fact that multiplication is commutative when simplifying an algebraic term. ,2359,Believes division is commutative ,1241,Subtracts instead of divides when division is written as a fraction,1400,Believes dividing a negative by a negative gives a negative answer,1126,Believes the mean is always representative,674,Thinks the inverse of addition is division,2379,Unable to equate two divisions with a single division,2051,Does not correctly apply the commutative property of multiplication,638,Believes multiplication is not commutative,2140,Believes division is carried out before a power,2547,Multiplies instead of divides when division is written as a fraction,376,Unable to equate a division and multiplication to a single division,1510,Believes subtraction is commutative ,15,"Confuses the order of operations, believes addition comes before division",1090,Doesn't recognise commutativity of addition with negative numbers,1558,Believes dividing a positive by a negative gives a positive answer,1814,Confusion over whether multiplication or division is the correct way to solve the problem.,186,Does not understand the meaning of the word commutative 
